##FastQC	0.11.7
>>Basic Statistics	pass
#Measure	Value
Filename	ERR458500.fastq.gz
File type	Conventional base calls
Encoding	Sanger / Illumina 1.9
Total Sequences	1885330
Sequences flagged as poor quality	0
Sequence length	51
%GC	42
>>END_MODULE
>>Per base sequence quality	pass
#Base	Mean	Median	Lower Quartile	Upper Quartile	10th Percentile	90th Percentile
1103	24	0.4923355212263374
1103	25	0.5074923656609229
1103	26	0.16496852332744538
1103	27	0.3347338775988504
1103	28	0.33568749052140134
1103	29	0.1942075575833897
1103	30	0.27975976147727266
1103	31	0.2039868661808626
1103	32	0.06238990141562084
1103	33	0.09999929206750835
1103	34	0.02539467640669102
1103	35	0.14423563908977144
1103	36	0.2622111975873125
1103	37	0.19822591697395353
1103	38	-0.03553079097842726
1103	39	0.2384709214295455
1103	40	0.264045046200053
1103	41	0.2612471420238123
1103	42	0.33848442918356625
1103	43	0.3825165592297708
1103	44	0.355042749940111
1103	45	0.31085231983278305
1103	46	0.38119903952629386
1103	47	0.46935505006211287
1103	48	0.4556948673003447
1103	49	0.3884771688234423
1103	50	0.439957318763021
1103	51	0.5817177816075443
1104	1	-0.8177965456705465
1104	2	-3.2167332354961573
1104	3	-2.723453278701033
1104	4	-3.761424862525107
1104	5	-1.643767165245066
1104	6	-0.7189721333767238
1104	7	-0.29907776360690264
1104	8	0.09031977874110453
1104	9	0.14326737704454473
1104	10	0.013090016586829734
1104	11	-0.02142009309530124
1104	12	0.1092575460413201
1104	13	0.08315112794146984
1104	14	0.13990667481183294
1104	15	0.1499308094758547
1104	16	0.16604727776886108
1104	17	0.0810198118765939
1104	18	-0.0021333191801318208
1104	19	0.17090416529861585
1104	20	-0.10610534608967725
1104	21	-0.01696329173151412
1104	22	0.08077124010922176
1104	23	-0.00583319914517233
1104	24	0.15505924785144742
1104	25	0.16559040659381452
1104	26	0.04630846884204942
1104	27	0.2537548732569732
1104	28	0.03295469704653442
1104	29	-0.05725515101620715
1104	30	-0.10016067878946444
1104	31	-0.231000636459342
1104	32	-0.16094051735013437
1104	33	-0.1917242570609048
1104	34	-0.08225051378406079
1104	35	-0.17297812172805038
1104	36	0.08516784296530489
1104	37	-0.3206163643316202
1104	38	-0.2860964153476431
1104	39	-0.2442072274157212
1104	40	-0.4083276631441848
1104	41	-0.2669198041572258
1104	42	-0.18113715160482968
1104	43	-0.05512777391888335
1104	44	-0.22361662078492373
1104	45	-0.48619425689285833
1104	46	-0.1994490903656967
1104	47	-0.09730994623105715
1104	48	-0.1484334061438517
1104	49	-0.03481522162620365
1104	50	-0.05336618278316507
1104	51	0.332313613198302
1105	1	-0.2504348049155638
1105	2	-0.43341459165543483
1105	3	-0.3450733108438584
1105	4	0.10683913482076335
1105	5	0.20533086826174696
1105	6	0.12634566337872144
1105	7	0.1972960151477139
1105	8	0.12211501407099234
1105	9	0.00886062947753885
1105	10	-0.0022063076643377144
1105	11	0.04054714907245227
1105	12	0.11207175745291664
1105	13	0.1712996875009054
1105	14	0.2340280822814833
1105	15	0.17527981019477323
1105	16	0.13353233641870332
1105	17	0.17663443132379797
1105	18	0.19972958275682373
1105	19	0.2485211234607263
1105	20	-0.043648893710269476
1105	21	-0.27673839744574735
1105	22	0.04977219110222819
1105	23	0.35565147868550895
1105	24	0.493070274728737
1105	25	0.2347847736349209
1105	26	0.16430069738839848
1105	27	0.3290571155012074
1105	28	0.2876528292920568
1105	29	0.22586912736576892
1105	30	0.30686300847888504
1105	31	0.2691955750756847
1105	32	0.18851090789986102
1105	33	0.10037089709437907
1105	34	0.1050853502561111
1105	35	0.1402883625462863
1105	36	0.3255369949253364
1105	37	0.14757890623195635
1105	38	0.11502457490876594
1105	39	0.2325182341429084
1105	40	0.42398452628644634
1105	41	0.0935534876024704
1105	42	0.4238117569157609
1105	43	0.32717906189056833
1105	44	0.19023253790537353
1105	45	0.20015026419012827
1105	46	0.1922864481321156
1105	47	0.015552827535458391
1105	48	0.36972460005158325
1105	49	0.31978411916632865
1105	50	0.1524710576387278
1105	51	0.2536620611492353
1106	1	-0.5316955889932515
1106	2	-1.8975452445184828
1106	3	-1.2141937313727276
1106	4	-0.3292458938698992
1106	5	0.03776235174956355
1106	6	-0.08339812699887261
1106	7	-0.012901458870182125
1106	8	-0.0819142183033108
1106	9	-0.03548349796517414
1106	10	-0.06961055508619296
1106	11	-0.002439187751910765
1106	12	-0.03747380652926324
1106	13	-0.05587819460655652
1106	14	-0.00687717834208712
1106	15	-0.38289226355828987
1106	16	-0.10978203700130251
1106	17	-0.2508757508518755
1106	18	-0.051542687617555316
1106	19	-0.07247346945288058
1106	20	-0.10692785522866899
1106	21	-0.11096655843447678
1106	22	-0.04781192470371565
1106	23	-0.014830243556779976
1106	24	0.09105666171160465
1106	25	-0.07011144842679329
1106	26	-0.24589276394942772
1106	27	-0.24660096403010812
1106	28	0.03063640739887319
1106	29	-0.130784648566177
1106	30	-0.10742714841690315
1106	31	-0.4050813901343844
1106	32	-0.3706239582772568
1106	33	-0.3658536223871849
1106	34	-0.20797191068847098
1106	35	-0.19675845539842385
1106	36	-0.11414916333476555
1106	37	-0.14385953925578576
1106	38	-0.13644155807145353
1106	39	-0.22029515617048645
1106	40	-0.20750272342263543
1106	41	-0.18331943081974345
1106	42	0.19379916713204182
1106	43	0.059027452805857195
1106	44	-0.005816978566677733
1106	45	-0.08308651402904843
1106	46	-0.06628087460774168
1106	47	-0.08081017956698844
1106	48	-0.16055909642929578
1106	49	-0.15483593018963404
1106	50	-0.26376324275049967
1106	51	-0.12781365210464202
1107	1	-0.5823032737520641
1107	2	-1.565341726740872
1107	3	-0.9785592480934966
1107	4	-1.5855510950475242
1107	5	-0.6060192591812097
1107	6	-0.4205555966146335
1107	7	-0.28486350688105233
1107	8	-0.14568054275412834
1107	9	-0.5493960819464547
1107	10	-0.38240071512242224
1107	11	-0.260472138608705
1107	12	-0.24489624179762615
1107	13	-0.32771332708938417
1107	14	-0.310855437570595
1107	15	-0.29204575114038533
1107	16	-0.29118442999594407
1107	17	-0.4340592074835712
1107	18	-0.22171753852719434
1107	19	-0.43315560503074835
1107	20	-0.42172931971119
1107	21	-0.3253471729132258
1107	22	-0.2141698736732991
1107	23	-0.41047265315895487
1107	24	-0.5345514948521455
1107	25	-0.3300396397153875
1107	26	-0.3068862907856911
1107	27	-0.2628820087949606
1107	28	-0.25363597502733626
1107	29	-0.48545504563720954
1107	30	-0.3986119449746184
1107	31	-0.472900990798685
1107	32	-0.3655360138370085
1107	33	-0.4277945335368827
1107	34	-0.5686271533849308
1107	35	-0.5659132640343358
1107	36	-0.4236583918393322
1107	37	-0.28094246369150966
1107	38	-0.2471071804765259
1107	39	-0.26899014371483787
1107	40	-0.25739656731181526
1107	41	-0.3792015173298964
1107	42	-0.24429955333296505
1107	43	-0.2885045355688689
1107	44	-0.27325488903696993
1107	45	-0.32168346050749363
1107	46	-0.3352252582417705
1107	47	-0.18175850749028655
1107	48	-0.2805183324827425
1107	49	-0.10972807558104591
1107	50	-0.39814649933689594
1107	51	-0.33999046572282055
1108	1	-0.8804604420263971
1108	2	-2.570098402742371
1108	3	-2.3527803480081246
1108	4	-1.0653231296422554
1108	5	-0.5413730453736392
1108	6	-0.23143596314646686
1108	7	-0.37876684348556466
1108	8	-0.2054992714615338
1108	9	-0.36387624343109337
1108	10	-0.11461915421064361
1108	11	-0.20433099513152087
1108	12	-0.11417017926222428
1108	13	-0.2144147799724081
1108	14	-0.17575616520888104
1108	15	-0.22636083766710868
1108	16	-0.2352198106098058
1108	17	-0.3714081148293644
1108	18	-0.16088055503469434
1108	19	-0.18063091160422573
1108	20	-0.33533623546631475
1108	21	-0.45891058595167067
1108	22	-0.32428550193949235
1108	23	-0.2583183611302644
1108	24	-0.13691003622460585
1108	25	-0.15782642653811507
1108	26	-0.16110930553792002
1108	27	-0.14488113913955658
1108	28	-0.37972553756672767
1108	29	-0.11834327896017527
1108	30	-0.4227179551711302
1108	31	-0.4221428347872873
1108	32	-0.4819122634680042
1108	33	-0.6026226968087016
1108	34	-0.4700185023082355
1108	35	-0.5579881301951701
1108	36	-0.6373941602078119
1108	37	-0.6464001896622875
1108	38	-0.5340181684529384
1108	39	-0.21740272340000644
1108	40	-0.4741811161681042
1108	41	-0.40514557215807656
1108	42	-0.03498835632011321
1108	43	-0.053296656012150834
1108	44	-0.11748833566486638
1108	45	-0.3906889217838909
1108	46	-0.41669910475157934
1108	47	-0.04318510139312792
1108	48	-0.34650343664193173
1108	49	-0.2960218276255304
1108	50	-0.45515630091185244
1108	51	-0.3492450154567379
1109	1	-1.0622496503165415
1109	2	-3.2109395425281626
1109	3	-3.071294323088704
1109	4	-3.606908615763391
1109	5	-1.5692709995145542
1109	6	-0.8884142647073219
1109	7	-0.555373890284919
1109	8	-0.38469124896495543
1109	9	-0.49868952270966105
1109	10	-0.4708511414229335
1109	11	-0.3830268693011334
1109	12	-0.36416826591603524
1109	13	-0.42032144366518764
1109	14	-0.5080068179332642
1109	15	-0.525889170497507
1109	16	-0.5161228116113037
1109	17	-0.5995074076566098
1109	18	-0.6478747209688223
1109	19	-0.6604945829547617
1109	20	-0.4961021424798773
1109	21	-0.6283414911940213
1109	22	-0.5337015158817735
1109	23	-0.5582810235460158
1109	24	-0.394530347433097
1109	25	-0.6490214807022099
1109	26	-0.7163372233361969
1109	27	-0.3974750899042334
1109	28	-0.49746001540908935
1109	29	-0.6768006517937195
1109	30	-0.7427283856412217
1109	31	-0.7258351555996896
1109	32	-0.8037600529518159
1109	33	-0.8015213200741158
1109	34	-0.6494458213931509
1109	35	-0.6819218496964297
1109	36	-0.384882756664517
1109	37	-0.3749985925102237
1109	38	-0.5197323057852756
1109	39	-0.43859128312045925
1109	40	-0.5714988234764249
1109	41	-0.5361704259784332
1109	42	-0.5778623444333135
1109	43	-0.6118876897439023
1109	44	-0.6178395713585019
1109	45	-0.4676581923507257
1109	46	-0.7657866572866041
1109	47	-0.6417098568128168
1109	48	-0.8163955676503889
1109	49	-0.7635671028631137
1109	50	-1.067138713433664
1109	51	-0.9004770464026564
1110	1	-0.6615221349962681
1110	2	-0.5877036155592066
1110	3	0.5550747452486888
1110	4	0.5575188120124537
1110	5	-0.06355740692313105
1110	6	-0.32638455233824004
1110	7	-0.44665900034831196
1110	8	-0.40131467079199723
1110	9	-0.5395936035458746
1110	10	-0.5434510528237482
1110	11	-0.5319075135437643
1110	12	-0.5079112122607867
1110	13	-0.5308781946065579
1110	14	-0.6866660169544545
1110	15	-0.8081279347498409
1110	16	-0.6694916900933094
1110	17	-0.7693995065079875
1110	18	-0.7106773030021714
1110	19	-0.7465025041436846
1110	20	-0.5405251402965376
1110	21	-0.5760495146938993
1110	22	-0.4256305521547006
1110	23	-0.6388121440092647
1110	24	-0.47705231264737336
1110	25	-0.5433297742186483
1110	26	-0.7103441214154884
1110	27	-0.6471288674991911
1110	28	-0.9216731702783534
1110	29	-1.003248826545061
1110	30	-0.721378882956877
1110	31	-0.7970591427738967
1110	32	-0.7392891166483011
1110	33	-0.6122054323419377
1110	34	-0.8180397839916438
1110	35	-0.6961457103003852
1110	36	-0.5661005208008305
1110	37	-0.6460654216087249
1110	38	-0.6401934434409853
1110	39	-0.6507061667285541
1110	40	-0.6709171276458648
1110	41	-0.626833759628191
1110	42	-0.45155339697051744
1110	43	-0.56892315051239
1110	44	-0.8601533284912648
1110	45	-1.1973304808465457
1110	46	-1.1480776317721464
1110	47	-1.0549617632773902
1110	48	-0.8883494433372903
1110	49	-1.1612179060569048
1110	50	-1.1496983860385868
1110	51	-0.9251835616069073
1111	1	-0.7040642267794475
1111	2	-2.2909565441396325
1111	3	-1.5782029555532588
1111	4	-1.345894716139707
1111	5	-0.7472854163281824
1111	6	-0.6176964304085288
1111	7	-0.5309349377039823
1111	8	-0.3748251884894387
1111	9	-0.5348081561763465
1111	10	-0.4926102668305461
1111	11	-0.4778736301831401
1111	12	-0.7626714675406348
1111	13	-0.574614811308912
1111	14	-0.402635702473205
1111	15	-0.7799201419967687
1111	16	-0.7978873738486101
1111	17	-0.5743119639963368
1111	18	-0.5361591017173737
1111	19	-0.8087700021493092
1111	20	-0.5709823767243023
1111	21	-0.6439841832079907
1111	22	-0.5609141730977214
1111	23	-0.6069032134134744
1111	24	-0.5020880014410878
1111	25	-0.6820153769393968
1111	26	-0.7375137901395092
1111	27	-0.7139498357151695
1111	28	-0.8507186000134155
1111	29	-0.782327845733036
1111	30	-0.71992508944804
1111	31	-0.6350939498444816
1111	32	-0.8934867485918687
1111	33	-0.8705943982066557
1111	34	-0.9149065178372169
1111	35	-0.6364131663191941
1111	36	-0.7976063779616851
1111	37	-0.6902995820823392
1111	38	-0.6811767746749808
1111	39	-0.6664428254177253
1111	40	-0.5050062236697102
1111	41	-0.3174077194048195
1111	42	-0.395361391260316
1111	43	-0.3352990584772897
1111	44	-0.49049825018585125
1111	45	-0.628860480426674
1111	46	-0.7588860879169204
1111	47	-0.887623307552488
1111	48	-0.9722128602243885
1111	49	-0.8574065528218213
1111	50	-0.7171523055078737
1111	51	-0.7599675394378664
1112	1	-0.9696022431302715
1112	2	-3.2488138711797774
1112	3	-2.2294776621016865
1112	4	-2.4704180870054415
1112	5	-1.3001655580369835
1112	6	-0.9524778692461524
1112	7	-0.4910777800766084
1112	8	-0.5952252891405578
1112	9	-0.8754754431927267
1112	10	-0.7602024130537046
1112	11	-0.8828442756831762
1112	12	-0.8854947936863766
1112	13	-0.7408694686030657
1112	14	-0.8697581019559948
1112	15	-1.0862162555930155
1112	16	-1.1229957793380763
1112	17	-1.0791863182658474
1112	18	-0.9947087166147384
1112	19	-1.077533712438516
1112	20	-0.9936990101935379
1112	21	-1.001887039930871
1112	22	-0.8304726286013349
1112	23	-0.8821983466578658
1112	24	-0.6843966989184622
1112	25	-0.6750984153574748
1112	26	-0.9446937775082915
1112	27	-0.6839158161355385
1112	28	-1.5523895580551041
1112	29	-0.9879329794383338
1112	30	-0.8724884541850173
1112	31	-0.9466767385032924
1112	32	-0.8755507940941456
1112	33	-0.9268531413382775
1112	34	-0.9398419603595727
1112	35	-1.1525721552239006
1112	36	-0.9095106771844996
1112	37	-0.9850099173826052
1112	38	-1.108707969670327
1112	39	-0.9515034839102228
1112	40	-1.0172453622555864
1112	41	-1.0801445080113155
1112	42	-1.0577052294312566
1112	43	-1.194491196229805
1112	44	-1.0687672627211526
1112	45	-1.1803062191348772
1112	46	-1.1403996041911313
1112	47	-1.2519299048097494
1112	48	-1.4485888095899
1112	49	-1.4429095530472864
1112	50	-1.4039912375596444
1112	51	-1.0592286630680832
1113	1	-0.9237300199264382
1113	2	-2.189151565964945
1113	3	-1.245302261681971
1113	4	-1.4961641887189217
1113	5	-1.0225794526863794
1113	6	-1.313988599285615
1113	7	-1.0317789808449476
1113	8	-0.8255876481889928
1113	9	-0.9274222874172864
1113	10	-0.9616196524127858
1113	11	-0.9466386457835156
1113	12	-0.7717942965780011
1113	13	-0.6168610246835229
1113	14	-0.9597304825275401
1113	15	-0.8900707829370731
1113	16	-2.0535772959164547
1113	17	-1.371631944776368
1113	18	-1.0622166754118822
1113	19	-0.9934106990379803
1113	20	-0.9990317400945372
1113	21	-1.0627541432593617
1113	22	-0.7847605629511989
1113	23	-1.1799860025402467
1113	24	-0.9567296365076459
1113	25	-1.0106067915975387
1113	26	-1.079285019266635
1113	27	-1.040148579824617
1113	28	-1.111314621885633
1113	29	-1.180108611311546
1113	30	-0.8017649450193574
1113	31	-0.9158737911909896
1113	32	-0.9924575421001833
1113	33	-1.051186033463381
1113	34	-1.1500905972121345
1113	35	-1.129177786363492
1113	36	-1.2646595358811084
1113	37	-0.8561523160467885
1113	38	-0.9473156528931526
1113	39	-0.9094461103081173
1113	40	-1.0628737326679811
1113	41	-0.9519513022047263
1113	42	-0.9377730535720588
1113	43	-1.0455095399527181
1113	44	-1.1171823745679532
1113	45	-1.1358774804634422
1113	46	-1.1255225173640397
1113	47	-1.0074571486429065
1113	48	-1.2043082424875067
1113	49	-1.4786742847007233
1113	50	-1.396109419368436
1113	51	-1.393549806861671
1114	1	-0.8978923404489656
1114	2	-1.0055440186527136
1114	3	-0.6196948040052739
1114	4	-0.9905008739495784
1114	5	-0.31405346191883865
1114	6	-0.5477637414640881
1114	7	-0.49276086738994707
1114	8	-0.5442839700654929
1114	9	-0.9349318583697155
1114	10	-1.0521515449728014
1114	11	-1.011805568383231
1114	12	-0.6819191022693829
1114	13	-0.8730096687101394
1114	14	-2.400196209908131
1114	15	-0.8926857817930411
1114	16	-1.2104064623767243
1114	17	-1.048494889681173
1114	18	-2.604103597822892
1114	19	-1.4649209870747057
1114	20	-1.0739444044165296
1114	21	-0.9313772234666544
1114	22	-0.5267710880503316
1114	23	-0.5717334001611292
1114	24	-0.8722382356221416
1114	25	-1.0560963549545264
1114	26	-1.2239133738176449
1114	27	-0.6791400385014583
1114	28	-1.0049615852459297
1114	29	-1.1056294999299539
1114	30	-1.045988288472067
1114	31	-1.192303654921389
1114	32	-0.8713901243820672
1114	33	-1.098624462105235
1114	34	-1.4587534001153841
1114	35	-1.1810961048008082
1114	36	-1.2134347134420338
1114	37	-1.604367507383273
1114	38	-1.1572467986476127
1114	39	-1.360369474282649
1114	40	-1.64796970166352
1114	41	-3.622654398640769
1114	42	-2.0149332110475484
1114	43	-1.340989785931498
1114	44	-1.4160376344048657
1114	45	-1.405150182432358
1114	46	-1.4789092074302985
1114	47	-4.185732796790397
1114	48	-1.942354989778977
1114	49	-1.9580404199230088
1114	50	-1.8567681462135681
1114	51	-1.7536813352183458
1201	1	1.0511147656499311
1201	2	3.4583571030251363
1201	3	4.8646833993328755
1201	4	5.191204693853216
1201	5	2.220089634827829
1201	6	1.2638616767585376
1201	7	0.7967066001365524
1201	8	0.5907478660207275
1201	9	0.647651695096009
1201	10	0.5304080728900971
1201	11	0.5434907040802486
1201	12	0.5799644909155646
1201	13	0.6004126194987975
1201	14	0.6762412704707472
1201	15	0.708567541873542
1201	16	0.663664515357965
1201	17	0.3520965625334753
1201	18	0.4814210862011379
1201	19	0.41339040818014894
1201	20	0.430477958374361
1201	21	0.5209546766212796
1201	22	0.689973774033767
1201	23	0.25094367560198805
1201	24	0.505776739739801
1201	25	0.3632613036578647
1201	26	0.3034795360405269
1201	27	0.5258271194232265
1201	28	0.3817291789068591
1201	29	0.3176529037596012
1201	30	0.09286838756648308
1201	31	0.21447358960507756
1201	32	0.37038270593358646
1201	33	0.28131680894465205
1201	34	0.06314091205691597
1201	35	0.03212432649100094
1201	36	0.2618611427500923
1201	37	0.2705668865169599
1201	38	0.26877050783390644
1201	39	0.0902876273933586
1201	40	0.13295535735161934
1201	41	0.02437455129739874
1201	42	0.20723705434278372
1201	43	0.2765848437170817
1201	44	0.3757090922280071
1201	45	0.1661572738548145
1201	46	0.3233119471329928
1201	47	0.25170422048659447
1201	48	0.13227101642693384
1201	49	0.006038831204826067
1201	50	-0.0071919624852725406
1201	51	-0.17578152826418147
1202	1	1.1064413795234636
1202	2	3.4972616363643496
1202	3	4.906173032664924
1202	4	5.128032587142762
1202	5	2.2898801706395346
1202	6	1.2870741222708446
1202	7	0.8723407514511408
1202	8	0.7302936687463486
1202	9	0.6242373718822734
1202	10	0.5766345763646399
1202	11	0.6235466934554879
1202	12	0.5882727043438294
1202	13	0.6074129446339498
1202	14	0.54463207190134
1202	15	0.6045489081392077
1202	16	0.6860431820834094
1202	17	0.5205235513227393
1202	18	0.5372129923564799
1202	19	0.5669313504107976
1202	20	0.5955632190978548
1202	21	0.565859147505158
1202	22	0.6537439824692797
1202	23	0.6262846542036868
1202	24	0.8011122443146519
1202	25	0.7055843483924207
1202	26	0.6045230912923785
1202	27	0.7669254884203909
1202	28	0.8024333077558978
1202	29	0.8205846308885469
1202	30	0.47826743126501725
1202	31	0.5102565683206635
1202	32	0.32908392877239834
1202	33	0.4034684321405635
1202	34	0.3650887838912098
1202	35	0.4320126416479937
1202	36	0.6014038227087255
1202	37	0.5050328658075074
1202	38	0.359756916449804
1202	39	0.3072486607720677
1202	40	0.5723069974472139
1202	41	0.42789446077389215
1202	42	0.6166955481771552
1202	43	0.8583478844838837
1202	44	0.6472988929036276
1202	45	0.6803811101189581
1202	46	0.63889804457434
1202	47	0.6256041339675846
1202	48	0.6258414228826155
1202	49	0.462627961404003
1202	50	0.49023708181944414
1202	51	0.16980278736306076
1203	1	0.8654887600460057
1203	2	3.3674937560522586
1203	3	4.714758643540076
1203	4	5.057213298215842
1203	5	2.184459986349097
1203	6	1.105467685671556
1203	7	0.723304467314108
1203	8	0.6371873417195175
1203	9	0.3349521669469908
1203	10	0.3915969564871489
1203	11	0.37256001955356055
1203	12	0.414293902266472
1203	13	0.44082419616013624
1203	14	0.42913017786312224
1203	15	0.39275021535603827
1203	16	0.4945199161980156
1203	17	0.23812680162450306
